title,url
desarrollador/a python,https://www.tecnoempleo.com/desarrollador-python-akkodis/python-sql/rf-e1121a56526bd357c849
desarrollador/a java-python,https://www.tecnoempleo.com/desarrollador-java-python-digital-talent-agency/java/rf-e8f11813327993bdc149
programador/a python,https://www.tecnoempleo.com/programador-python-sg-tech/python/rf-4842159ca2c74391984e
programador/a python + typescript,https://www.tecnoempleo.com/programador-python-typescript-sg-tech/fastapi/rf-70f215e3728de3608446
desarrollador/a java + python,https://www.tecnoempleo.com/desarrollador-java-python-sopra-steria/java/rf-d2231dfa82dca320524f
desarrollador python,https://www.tecnoempleo.com/desarrollador-python-accenture/machine-learning/rf-4018111702723398e74b
principal python engineer,https://www.tecnoempleo.com/principal-python-engineer-epam/react/rf-dea51ed2f20ca37d6a46
