title,url
desarrollador python- híbrido (h/m/x),https://www.infoempleo.com/ofertasdetrabajo/desarrollador-python-hibrido-hmx/barcelona/3116242/
principal python engineer,https://www.tecnoempleo.com/principal-python-engineer-epam/react/rf-dea51ed2f20ca37d6a46
python - django programmer,https://www.tecnoempleo.com/python-django-programmer-plexus/python/rf-4c281ab7229353a15e4f
python automation & ai solutions,https://www.tecnoempleo.com/python-automation-ai-solutions-santander/rpa/rf-91a11a44829ea352b84e
proyecto data pl/sql y python,https://www.tecnoempleo.com/proyecto-data-pl-sql-python-devoteam/pl-sql-oracle/rf-5721145ff2b16390134a
developer python-react,https://www.tecnoempleo.com/developer-python-react-sg-tech/python/rf-6adc1b94322643bb294b
